Sample pc1 pc2 pc3 pc4 pc5 pc6 pc7 pc8 pc9 pc10 pc11 pc12 pc13 pc14 pc15 pc16 pc17 pc18 pc19 pc20 Population Population.2
HG00280 73.4684 88.1147 -23.6821 33.6696 13.7228 61.0861 2.49138 -5.22019 4.17062 23.5328 1.10497 11.2525 4.77988 2.92092 4.23701 -5.1206 5.52066 -4.22982 5.18664 -10.1285 FIN FIN
HG00281 73.4902 88.1913 -26.5155 30.5575 14.1141 63.1836 2.04263 -5.05015 4.16816 25.008 0.709457 10.1805 2.26642 2.60348 4.75654 -0.813009 -2.29318 -5.30126 3.24611 -9.56927 FIN FIN
HG00282 70.468 86.7326 -23.9616 34.2353 15.6821 62.4176 5.94229 -6.61861 2.26653 -3.11952 -4.14121 14.7388 -0.507458 9.8686 3.41458 -1.42693 -3.40276 -6.71649 3.46503 -5.35654 FIN FIN
HG00284 74.1139 89.9999 -26.2017 30.3665 14.6195 61.1279 4.28905 -6.47533 5.50934 22.4635 3.54291 7.25759 7.2018 4.2578 -1.39784 -2.43474 3.4247 -6.49447 6.73397 -14.1529 FIN FIN
HG00285 73.7047 85.8455 -24.1147 34.2789 15.3942 74.6948 4.60036 -9.60661 0.872952 4.56299 -3.06662 18.3628 -0.473724 9.58585 1.2997 -0.826358 2.29504 -1.02997 3.38295 -11.6165 FIN FIN
HG00288 73.6046 89.2716 -22.3742 28.8669 15.5344 70.7171 5.19132 -11.951 -0.961354 -1.89118 -1.66043 19.0841 -4.29395 14.8922 4.99119 4.66544 7.57835 -3.69024 8.59519 -11.24 FIN FIN
HG00290 73.6493 85.2251 -24.2548 31.0353 14.8578 70.4492 6.6323 -12.2906 4.94419 -8.60271 -1.29619 21.4444 -4.80659 10.6111 3.31605 -3.04038 8.10142 -2.41141 1.67199 -2.66424 FIN FIN
HG00304 70.4055 89.7898 -24.5193 30.0465 17.7533 72.3367 6.31929 -11.1574 7.28146 14.085 -3.88099 17.506 2.52372 7.63578 1.45091 -4.98854 3.4212 -8.07064 2.32845 -7.22569 FIN FIN
HG00306 72.4593 93.9019 -22.309 32.8915 13.1765 50.9886 2.07606 -5.14585 -0.35447 6.91558 -3.46455 3.46737 3.86172 -0.446124 -1.59724 -0.273566 -0.440505 2.32947 2.06064 -2.44226 FIN FIN
HG00308 71.9299 88.2755 -23.7654 31.2417 11.6706 61.0112 5.1286 -7.37465 2.90567 11.7271 -3.29279 13.3608 -5.36333 9.79704 8.69892 1.90003 8.17085 -5.77989 2.63318 -6.32523 FIN FIN
HG00309 71.5303 87.5812 -26.9098 31.4265 12.9671 61.5923 5.60339 -8.50648 1.81773 11.3007 3.87785 12.4911 -1.88303 12.7129 6.50094 -0.427439 -1.15027 -4.42379 3.51335 -6.47342 FIN FIN
HG00310 71.9638 91.383 -26.0516 33.5975 10.8413 52.7653 5.16162 -5.67041 -0.523206 6.06178 -2.79388 1.61611 5.15173 1.09832 1.26935 0.48643 7.26577 0.387108 1.98239 -2.8773 FIN FIN
HG00311 72.91 96.2822 -24.8948 34.3117 7.59359 45.8805 2.92458 -6.09424 0.454888 -5.12406 0.67258 7.97876 1.80738 0.775292 4.25178 2.24102 4.09223 -4.51567 -3.43563 1.10206 FIN FIN
HG00313 72.2956 85.3389 -25.6904 31.752 16.4538 64.4937 4.17802 -8.27114 7.92346 21.0223 6.0888 15.0971 8.05722 8.09631 -2.16767 0.299342 2.96707 -5.8168 -1.3949 -4.81265 FIN FIN
HG00315 72.9449 88.0795 -25.4788 30.6861 10.56 58.6006 5.34614 -9.91196 3.60846 -1.12646 -4.52714 18.3888 -7.21315 8.28931 6.89182 -5.43462 5.7801 -5.43348 -6.93124 -2.77117 FIN FIN
HG00318 73.7228 92.4707 -22.5269 32.3981 13.3284 61.4796 4.21908 -8.80469 -2.28774 -10.0415 -2.66307 13.2596 -3.27522 9.15217 -2.06836 -2.48991 3.34832 -2.48647 2.1506 2.25086 FIN FIN
HG00319 71.6247 87.5209 -23.6486 32.045 14.3719 65.853 9.25066 -7.25171 4.63336 -1.99684 -6.34341 20.2985 -3.14824 1.01224 5.97939 1.95 5.41605 -3.92594 3.80761 -3.08012 FIN FIN
HG00320 72.1053 87.9912 -25.0996 32.8953 8.71731 53.1532 3.82541 -8.18646 -3.1393 -14.1973 -4.06237 20.7262 -2.06386 8.68989 1.06178 -5.02423 7.15207 -7.45301 7.47729 -4.58913 FIN FIN
HG00321 73.3547 85.4043 -27.2051 32.7799 10.4981 63.0341 3.77262 -8.26421 6.6878 21.9606 1.21432 7.47507 -3.1071 3.7612 5.25399 -5.68453 1.60977 -7.80243 -2.99007 -6.84724 FIN FIN
HG00323 71.962 85.9625 -24.8297 33.3066 12.9121 71.9336 5.32769 -7.56503 5.15217 13.1147 0.833288 11.7523 3.76844 11.1655 -2.23248 -2.59147 10.7058 -3.66939 2.97168 -8.23726 FIN FIN
HG00324 71.0316 87.538 -26.1977 32.0164 16.7746 73.3991 5.57742 -11.9875 4.90879 4.64439 -0.0548435 22.964 -1.30983 14.6816 8.9406 -3.04764 7.44317 -5.28433 2.42607 -4.45911 FIN FIN
HG00325 76.3919 83.0124 -27.9469 31.7665 15.1837 71.8875 4.24891 -7.16809 3.97975 29.372 -0.773624 12.4595 -3.76888 3.49376 1.83501 0.27974 7.73249 -5.52359 0.622851 -3.83924 FIN FIN
HG00326 70.8528 89.9793 -25.8128 33.9732 15.7295 61.7076 3.22574 -8.08738 -1.78004 24.4078 6.78961 2.36705 1.1945 3.99127 1.03002 -1.03206 -1.16691 -3.23399 -0.310711 -7.50055 FIN FIN
HG00327 72.4923 86.5421 -23.9749 32.929 13.6385 60.8918 3.38135 -10.5186 2.52018 22.4275 -0.473025 6.61556 6.02295 5.38048 -5.39134 -2.81168 -2.71706 -1.00344 4.52731 -4.32261 FIN FIN
HG00328 73.0185 90.2561 -25.7187 31.9752 12.2498 59.433 3.62434 -6.41395 11.8696 19.6126 -6.34489 5.04167 3.16374 -0.0134607 1.04026 -2.08337 -0.892346 -1.27785 1.81654 -9.24577 FIN FIN
HG00329 71.0208 90.7011 -23.207 34.4233 12.6329 52.1598 2.22781 -4.85157 7.84861 19.1157 2.66345 5.20352 3.65814 1.32044 -2.52768 -0.156342 0.833436 -5.59244 -2.28965 -4.21382 FIN FIN
HG00330 70.1148 88.9139 -24.6208 32.4299 10.7358 56.3927 6.6981 -7.23152 -0.866927 -11.1312 0.94126 14.1982 -2.40625 8.10703 6.45328 -2.59001 8.41809 -2.85631 -3.9165 5.85129 FIN FIN
HG00331 70.0035 89.804 -24.7526 31.2308 14.4613 56.118 4.92649 -7.46085 3.70938 4.52041 -3.36321 9.79041 -5.3102 6.61283 -2.15529 2.01306 0.873269 -3.91216 -4.11751 -7.69465 FIN FIN
HG00332 70.9284 87.7442 -22.5587 31.1143 11.1077 56.7899 7.33201 -7.73153 5.61778 -0.859503 -0.140136 6.9583 0.673238 7.83779 -0.785327 0.835054 5.08591 -7.3004 5.12644 -1.64429 FIN FIN
HG00334 70.8962 94.4557 -26.959 34.1064 9.78102 55.1589 4.6866 -7.08866 -0.882422 2.86063 1.90202 12.296 -2.04061 3.19585 0.836828 -2.97671 0.55553 -11.5884 1.43342 -5.89929 FIN FIN
HG00335 72.3417 91.5564 -25.313 34.4576 11.1932 60.9389 3.91103 -9.93197 2.93626 23.2939 1.16961 2.85446 4.87098 2.42937 -0.199754 -2.00149 -0.646254 -7.1602 6.40923 -7.65186 FIN FIN
HG00336 72.9231 86.427 -22.9343 32.6915 17.2473 62.8671 5.67935 -8.68695 6.21437 23.2731 1.00058 16.5856 11.5226 9.18086 3.12721 -0.309882 2.11724 1.44428 4.1613 -1.40921 FIN FIN
HG00337 70.406 93.7109 -25.8179 33.9453 13.5412 52.5243 3.98159 -6.17874 2.76834 7.50862 1.66337 -0.385503 2.23167 -1.14333 -2.25578 -2.15132 7.73512 5.10119 -0.61215 -3.53996 FIN FIN
HG00338 70.7717 88.7202 -24.4604 33.5118 13.9157 63.2789 6.38058 -7.21862 2.287 13.0013 1.0524 10.7481 3.68283 4.11277 -0.0707765 -1.08629 -6.91265 -1.94306 -3.5522 -1.66625 FIN FIN
HG00339 72.0933 84.579 -22.2168 33.3348 12.5169 58.6217 3.19847 -7.17594 0.320426 11.6288 -6.84522 10.1191 -0.315724 0.692415 3.13706 0.495437 1.21765 -3.4937 3.0181 -1.4134 FIN FIN
HG00341 67.131 90.6508 -21.1925 32.225 8.81758 41.2185 4.13808 -7.06166 -3.22593 -9.51219 1.15615 11.0058 -2.74786 11.6031 3.08731 -1.73804 5.88 -7.33222 1.9878 1.35699 FIN FIN
HG00342 72.4019 85.9818 -23.7131 31.4405 13.2243 68.9783 6.27829 -12.5168 5.18397 -6.59071 -1.6962 26.0756 -3.38755 9.12998 1.51665 -1.36622 1.47543 -9.31315 3.4442 -5.4061 FIN FIN
HG00343 71.1274 89.3285 -25.8295 32.0359 15.3496 65.1981 2.96925 -10.7397 5.49283 8.53889 -1.05982 17.6788 3.74773 11.6619 0.359058 1.23399 4.9825 -7.74091 -0.182706 -5.94993 FIN FIN
HG00344 71.5813 95.8318 -21.0749 32.7858 7.25769 38.8276 5.91957 -0.777386 -2.61077 4.59018 4.31234 -5.56165 1.29278 -0.760936 -4.53451 -1.17318 -0.894444 -1.21734 3.92221 0.663121 FIN FIN
HG00345 71.1038 89.3491 -23.7406 31.3511 14.5474 60.2321 3.70816 -8.36983 3.43171 2.66223 -1.94452 12.0835 3.95871 6.52706 2.53069 5.00751 6.44713 -8.16676 2.05056 -7.90808 FIN FIN
HG00346 71.2521 92.1757 -26.5588 32.4228 10.7091 56.3351 2.23432 -6.20179 2.24981 5.39883 -0.734128 9.36091 2.56135 4.812 0.652595 -1.78782 6.79614 1.66085 1.90698 -3.57389 FIN FIN
HG00349 72.3791 88.1155 -25.0745 33.6846 15.4013 65.3077 5.35148 -8.46742 0.622136 16.828 -4.73084 14.0279 6.49158 0.592819 -1.06984 3.796 0.475682 -1.28391 2.65337 -12.4373 FIN FIN
HG00350 68.3086 96.005 -25.6235 34.8918 8.21781 42.5707 3.33014 -6.41271 -1.79921 -8.35047 1.81579 4.21427 -5.7865 1.27515 4.02912 -0.431241 -0.322311 -5.2022 -3.92953 -4.0162 FIN FIN
HG00351 70.9767 89.9916 -24.7853 33.9226 14.8465 62.7415 7.28014 -8.01578 2.76494 12.3722 -3.97034 9.79186 2.76851 3.27467 4.48382 -0.87164 0.735982 -5.64185 6.31326 -6.81525 FIN FIN
HG00353 74.2501 88.4022 -25.2325 33.9012 10.3623 61.3325 5.80538 -9.12792 4.57268 8.93462 1.9169 9.24865 1.02929 0.160252 5.34208 -1.62259 1.51472 4.29596 -0.0407943 -0.8315 FIN FIN
HG00355 72.3392 92.3395 -24.1763 32.8137 13.6212 48.4321 4.04557 -5.18058 2.03491 22.1456 -4.50888 4.38881 2.65997 5.01853 4.13234 1.96075 -2.20069 6.32626 6.57263 -0.74482 FIN FIN
HG00356 70.7817 90.1984 -25.3821 32.3367 14.2635 58.5458 3.95596 -9.18329 1.63966 -9.0119 -4.44409 15.4537 -2.63962 6.61674 5.89588 -1.66935 1.19923 -1.65934 1.58538 -8.49871 FIN FIN
HG00357 72.4224 91.754 -23.5715 33.0149 13.2472 57.208 5.46385 -7.78034 2.54541 -10.512 -2.74926 18.7275 -7.4099 17.0282 -2.23303 -0.605306 -2.26017 -8.0171 3.11979 0.0472279 FIN FIN
HG00358 71.5089 85.7888 -27.658 31.527 15.977 77.7386 6.95581 -11.8913 2.23058 8.79991 -2.03831 26.2956 2.61815 9.65094 4.43045 -2.00709 8.70752 -8.46476 4.03562 -10.474 FIN FIN
HG00360 71.0409 94.2606 -23.0001 33.9235 9.16093 54.3638 1.99195 -7.18394 4.75261 0.167219 -3.07814 8.16077 -5.57486 3.56143 -4.45238 4.07868 1.65821 -0.855589 -2.15859 0.220407 FIN FIN
HG00361 73.6956 83.7408 -23.817 30.968 17.2598 74.5353 5.12664 -9.3992 2.562 -5.53432 -0.221226 24.7088 -0.32101 15.374 3.07482 0.952449 6.24744 -4.84145 0.956727 -8.86772 FIN FIN
HG00362 72.4219 89.6813 -22.6013 31.1338 11.1634 57.4708 2.82534 -7.32502 5.10981 -0.28345 -1.79128 1.35501 -3.10446 0.705208 -0.141235 -1.09596 -3.05348 -3.80112 -2.54651 5.28183 FIN FIN
HG00364 71.4052 88.7308 -25.2216 30.3626 8.38687 59.7011 4.48123 -8.41273 3.44125 -15.7446 -4.94901 24.1187 -5.20287 12.6388 4.94987 1.18408 1.2286 -5.23284 4.5551 -7.54437 FIN FIN
HG00365 70.8132 87.1266 -24.5489 29.9719 17.1664 68.0183 4.82308 -9.24043 8.75042 27.4094 0.985472 9.56464 1.84523 6.34886 0.51124 -1.5387 3.98016 -4.2891 3.94675 -12.3829 FIN FIN
HG00366 72.9461 88.123 -24.3263 29.7883 11.9056 59.8765 5.1619 -9.68822 5.41508 4.16537 -1.46243 17.4372 2.18062 8.29892 -1.02093 2.97072 0.126671 -1.14135 1.10929 -10.0899 FIN FIN
HG00367 73.7885 87.1294 -25.7505 33.1955 11.3269 53.6651 3.70813 -8.04505 1.37514 3.27182 0.00892599 10.0223 0.526937 10.5372 1.60577 -0.217979 7.49342 -3.3784 2.93678 -7.03711 FIN FIN
HG00368 72.2455 85.8858 -23.8687 30.7734 18.8082 77.7335 5.33161 -12.8132 2.51803 10.278 1.97027 24.0981 5.7536 12.4809 -1.00169 0.0183431 10.3778 -3.71819 -1.62997 -7.06805 FIN FIN
HG00369 72.4155 85.6554 -23.0685 31.1646 12.0546 65.8916 4.43745 -9.66729 6.31939 3.9036 1.71749 19.2286 -1.14594 5.36996 0.187999 -0.136444 -4.79566 -4.20982 0.461731 -11.82 FIN FIN
HG00371 71.2367 87.6568 -22.5628 30.8592 13.1902 56.6007 6.14876 -5.68622 5.52286 16.2967 -1.24281 10.8812 2.1966 3.27761 4.50561 -0.0453593 9.21004 -3.14813 -0.41624 -11.0065 FIN FIN
HG00372 74.6308 90.8415 -26.2023 32.8086 14.567 58.3223 4.01664 -7.25814 9.05317 10.9398 -5.1366 6.22023 -3.88735 3.02572 3.055 -5.24066 0.96193 -3.00377 4.17932 -5.90165 FIN FIN
HG00373 74.6268 84.6003 -24.2683 29.5019 15.499 67.8202 3.09814 -8.15887 -0.193481 9.65401 -3.01113 12.438 2.4072 12.3055 0.720129 -2.57365 7.46811 -0.0863819 1.03976 -4.63119 FIN FIN
HG00375 71.6163 90.8265 -25.1787 31.3114 12.8033 65.4446 4.92738 -11.1578 3.25407 5.51284 -0.423291 21.6599 1.2938 8.01145 1.19447 -4.56245 -0.245839 -4.17255 0.690082 -0.644205 FIN FIN
HG00376 70.7896 94.5274 -23.2986 33.7511 13.4344 52.5326 6.03442 -5.9409 3.35008 7.39071 -1.1501 7.03911 0.424722 2.12127 -0.478085 -3.01061 1.17457 -3.62402 7.38198 -4.63325 FIN FIN
HG00378 72.47 88.7462 -24.9223 34.6583 12.1071 65.4115 4.59042 -9.08488 1.79606 -3.38741 -3.01217 19.3905 -1.77748 7.746 0.158867 4.30296 4.05326 -1.76497 -0.23125 -9.11995 FIN FIN
HG00379 72.3307 89.8338 -22.3668 30.483 10.5976 60.3524 4.74558 -10.537 2.60963 -17.022 -4.49991 13.5276 -6.05814 9.74105 -0.261312 3.80888 -3.55265 -2.66886 -2.95607 2.12807 FIN FIN
HG00380 68.3792 96.4725 -23.2379 34.9831 8.82992 42.2704 3.97533 -5.67145 -2.13731 -10.5181 2.6127 6.25292 -4.51171 2.51349 -2.76903 1.0552 0.870681 1.26789 3.18417 0.670466 FIN FIN
HG00381 73.8084 90.1831 -24.5324 34.6658 11.094 64.1229 6.33271 -6.28263 7.04352 -2.32597 -2.42846 15.3103 -1.86586 11.0229 3.57877 -0.336811 0.530149 -5.05476 3.05823 -10.854 FIN FIN
HG00382 71.4385 86.4927 -24.7202 30.7763 14.6147 70.4193 3.42167 -4.8834 3.64368 23.722 0.901064 13.0711 5.10567 -1.92729 -0.542427 0.972422 0.00765851 -1.94176 -0.592271 -8.4041 FIN FIN
HG00383 72.4013 86.9243 -26.1838 34.0969 12.3461 72.1946 7.51027 -10.9668 5.12472 -7.31386 -3.55564 21.1771 -7.98341 12.4317 1.97749 1.12718 6.6712 -12.5313 1.95599 -5.16535 FIN FIN
HG00384 72.6293 91.9255 -26.4683 33.3506 14.2956 60.9396 4.137 -7.63734 5.94938 7.25596 -2.30595 10.8441 2.65401 4.18854 6.91468 -2.86345 -1.97982 -6.77988 3.43262 -2.51163 FIN FIN
HG00403 95.7328 -133.37 -9.40492 28.0991 1.38535 1.45763 2.41633 -1.72318 -2.65082 -20.1351 15.84 11.6208 -6.05279 6.22432 4.7276 1.24275 -2.08916 -0.295921 -1.62849 0.942784 CHS EAS
HG00404 99.681 -136.096 -8.68228 24.5017 1.80408 0.708641 1.07865 1.07125 -1.34255 0.802016 22.1957 1.46094 3.62741 0.808941 -0.422801 -1.00926 1.36498 0.415868 1.71069 -0.528604 CHS EAS
HG00406 97.8709 -137.187 -3.74926 29.2368 -4.12108 -0.767664 0.704961 1.30482 -2.0922 1.12789 22.0391 2.77049 4.97503 -1.42032 5.93801 -2.04208 -2.06059 2.60316 -2.68471 4.68181 CHS EAS
HG00407 98.005 -133.653 -7.74427 29.0585 -2.44677 -1.45101 -0.990949 1.60185 -3.13191 10.5323 17.5046 -0.86667 5.39559 -2.35071 -6.89384 -0.448781 -0.875979 -2.80586 -3.86536 -2.97607 CHS EAS
HG00409 99.0924 -134.453 -11.2069 26.3855 1.06198 -3.24315 -0.416176 0.29965 1.80634 7.46632 17.9841 0.532342 0.381464 -6.82142 -3.9072 1.90059 -1.08114 -4.65535 1.39833 0.351995 CHS EAS
HG00410 96.0849 -132.553 -6.46107 26.5372 0.873991 -0.352146 -2.10216 -1.22141 -2.84914 6.75948 19.9885 4.90806 -0.947236 4.52959 0.286757 -2.19745 -1.55324 -4.52654 -2.01997 -1.46016 CHS EAS
HG00419 97.0517 -135.395 -7.69135 25.9181 -3.28975 0.764132 1.81834 -1.77921 -8.00492 -9.97474 18.4718 8.33634 -4.4144 1.69866 1.82567 0.351447 4.67253 -1.37347 3.61547 1.81859 CHS EAS
HG00421 97.2494 -135.918 -7.20638 28.3679 1.22492 1.41561 2.32008 -2.01211 -7.97066 -13.4872 16.4224 11.3122 -4.4375 4.22119 -2.31364 0.536062 -0.190979 -3.12795 2.21535 0.0632159 CHS EAS
HG00422 98.279 -135.189 -7.48958 27.9634 -4.00162 -1.18218 -0.838255 1.13647 -1.30867 -3.75464 19.2946 5.63744 1.92673 -3.76646 0.0290195 0.522582 -0.509683 2.39555 -5.94606 2.48638 CHS EAS
HG00428 100.152 -135.698 -6.56944 28.4851 -2.88646 -2.77148 -0.638615 1.26649 -1.75501 10.1132 28.7526 2.18601 9.49044 -0.370718 1.04628 0.895556 0.589951 -0.999557 -0.0520308 1.4535 CHS EAS
HG00436 97.5468 -136.933 -11.167 28.2942 -1.81052 -0.697994 -0.478605 -1.07195 -2.13876 10.8295 21.9335 2.44578 8.84146 -2.18091 -3.6715 0.0702177 -2.33599 5.09938 -2.75613 0.571377 CHS EAS
HG00437 98.1394 -135.8 -9.04887 29.0269 1.07095 0.366978 0.185435 0.49164 -1.02687 -3.55271 21.0458 1.05942 -1.97111 -2.45285 0.0327377 -0.333794 -1.28938 2.32996 5.35928 4.64398 CHS EAS
HG00442 99.3192 -136.975 -7.74707 29.7208 -3.7506 1.31089 -0.475681 1.68391 -0.623008 -7.37807 17.5842 4.24789 2.71008 -0.758275 -1.77523 3.66447 -0.703109 2.7861 -0.491412 4.91828 CHS EAS
HG00443 98.1078 -133.251 -6.67888 26.4805 -7.08153 2.29651 3.97049 -3.18505 -0.300092 -10.4803 19.7896 7.94836 -4.45999 1.82363 1.61679 3.87297 5.88996 -1.59648 3.00285 -0.757222 CHS EAS
HG00445 97.9801 -132.626 -6.90262 26.4995 -3.65642 1.37031 -0.240865 -0.333076 2.2986 6.86359 22.3371 0.883754 5.34753 -1.56662 6.41149 2.81471 -0.0183377 -2.11619 -0.315314 2.23836 CHS EAS
HG00446 99.7596 -135.084 -7.86765 27.0398 -0.927101 1.21595 0.0682105 -1.68358 -7.7565 -9.65089 16.8542 5.15482 2.45283 1.63013 1.96885 0.939145 2.43105 -1.66288 1.94672 3.03759 CHS EAS
HG00448 96.8391 -131.721 -7.83383 26.8935 -4.8742 1.15712 -1.12558 -0.584618 -2.00778 0.464389 22.0843 1.09714 1.87387 5.43616 -3.61429 1.65272 2.48588 0.434107 -2.14317 2.92638 CHS EAS
HG00449 99.2202 -135.465 -6.37915 28.4378 -1.26778 0.445312 -3.46378 -0.422101 -1.06682 6.29418 20.8651 -0.916231 8.78706 -3.04454 -5.28231 -0.478692 0.00593759 0.908959 -0.117844 -1.79571 CHS EAS
HG00451 98.8652 -135.717 -8.83676 27.3065 0.768702 -1.28828 -0.522013 1.66144 -3.70293 8.19488 25.5151 4.71692 5.76991 -2.96147 -2.50554 -0.247822 -2.27621 1.05084 -1.56644 0.0574016 CHS EAS
HG00452 96.0083 -133.363 -9.2825 26.9849 -1.44624 -0.692384 -3.1285 -2.62011 -2.80908 -7.381 19.6037 9.85511 4.86545 -0.514823 -0.603573 1.8307 3.63372 -1.97376 -5.94614 -2.96549 CHS EAS
HG00457 99.4125 -136.523 -7.55732 28.8338 -3.10112 -0.266299 1.76717 -0.904163 -3.27739 -0.492773 19.0848 1.78742 1.43569 0.0106214 -1.4283 -2.22592 1.03521 -5.43717 1.04713 -1.90029 CHS EAS
HG00458 99.7378 -135.696 -8.61794 29.241 0.339642 0.0558963 0.0959103 1.36328 -2.27418 8.69234 29.255 -4.03433 4.12573 -1.75373 -1.48949 -0.829123 4.09456 2.5429 -1.75249 0.340383 CHS EAS
HG00463 98.3599 -135.265 -10.4175 28.254 -2.72937 3.07688 -2.11379 2.67955 2.57569 3.78862 19.7947 -0.872349 8.15053 -4.87052 -3.41662 -0.964427 -4.15569 -1.59025 -3.49633 0.887878 CHS EAS
HG00464 97.9028 -132.798 -7.89341 27.1042 -1.19413 0.663165 -0.0749196 -1.4822 0.199349 1.30169 22.2397 4.13755 -0.695182 -3.63774 -0.0406046 -4.78703 -1.86886 -4.7685 -3.55682 1.3487 CHS EAS
HG00472 98.0985 -135.624 -10.0843 27.4992 -1.09482 -2.98096 -1.22304 2.54908 -3.10716 13.371 24.4787 -1.45245 9.45983 -1.58804 4.67734 -3.17555 1.04765 5.07184 2.90146 2.74579 CHS EAS
HG00473 96.9455 -135.866 -7.443 28.7304 -2.85819 -1.80118 -0.891937 1.85261 -1.33957 1.43241 19.3878 3.58585 7.57397 2.19042 1.13568 2.42799 0.87361 1.57215 4.41979 1.32592 CHS EAS
HG00475 98.8278 -134.686 -7.65708 29.5798 3.99017 -4.24582 0.754638 0.980504 -1.97675 -3.64661 32.3016 6.72617 2.4772 3.44307 3.79186 1.76061 2.19361 2.28928 -0.936058 -0.29399 CHS EAS
HG00476 98.2473 -134.461 -5.24071 26.4794 -2.79065 0.332124 1.19545 -1.83293 -4.70164 -17.4921 22.3184 9.54898 1.04533 7.30308 -1.50613 3.01901 2.1227 -0.438133 -0.563288 -1.04946 CHS EAS
HG00478 98.4197 -138.165 -11.7367 28.7809 -2.74683 -0.225416 0.474955 -0.387512 -2.89639 9.69611 26.3456 -3.38849 4.45519 -3.58467 -6.1451 -0.933913 2.62403 -0.221957 -2.85355 2.44278 CHS EAS
HG00479 101.642 -133.036 -5.98357 26.0817 -1.9806 0.456512 -1.28206 3.09407 -1.50848 6.87 24.349 -1.83998 6.91888 0.228236 -4.09797 1.90513 -0.607558 -2.89369 3.24728 -1.06093 CHS EAS
HG00500 98.2914 -134.698 -7.45932 28.9759 1.32981 1.52327 1.30534 0.0601678 -8.83025 -27.8742 25.6422 15.9576 -1.86927 4.33647 2.55434 0.83437 -3.52712 0.799347 -0.585885 4.10192 CHS EAS
HG00513 97.6544 -136.206 -6.9718 29.1285 -2.94418 3.17681 2.25235 -3.46659 -4.24952 -17.0715 13.9319 9.45139 -2.50839 5.03987 4.47459 0.441621 2.4311 -1.2398 2.2895 -0.7902 CHS EAS
HG00524 96.9565 -132.939 -8.68164 27.7547 -1.71868 -0.418918 0.268518 -2.29909 -4.66567 -10.4526 18.8556 4.77188 -0.0936278 1.99957 -7.11815 -2.20654 2.53309 -4.15738 -1.84961 0.111071 CHS EAS
HG00525 97.3916 -132.559 -9.7443 26.7131 3.71353 -1.32365 -1.52002 0.998381 -5.04211 -11.1285 23.9201 4.8825 0.754914 0.57958 3.95211 2.3218 -2.10258 1.75113 -0.901302 -3.85939 CHS EAS
HG00530 99.0015 -135.956 -8.49828 29.2196 -2.49888 -3.02787 1.904 1.44112 -1.35372 10.9038 28.3566 4.03233 2.46409 -3.90309 -2.777 -1.81214 -0.558653 0.647068 0.54314 0.196293 CHS EAS
HG00531 97.6002 -133.998 -8.83021 27.9251 -3.97614 0.157022 0.851962 -0.884644 -6.56713 -8.89581 20.5617 5.74761 -2.71678 1.41821 4.68387 3.8157 -1.0757 3.02438 -3.04917 -0.265225 CHS EAS
HG00533 100.216 -134.159 -9.67663 27.457 2.21465 0.755663 0.573117 -1.27043 -7.05042 2.48491 26.4413 6.13553 3.01435 -1.54758 2.13336 -2.19959 3.65757 -2.75912 0.955803 1.4535 CHS EAS
HG00534 97.6139 -135.408 -10.8408 26.8115 -2.92952 2.53791 -2.74544 0.028209 -4.5914 -1.46448 21.6184 4.34043 1.63675 4.58376 -2.11075 -0.460987 1.87507 3.13916 0.410597 3.48073 CHS EAS
HG00536 97.8788 -134.622 -8.77034 25.6219 -2.17611 -0.268174 -1.55014 0.67941 2.086 10.6994 24.8318 2.30852 2.75268 -1.97924 -1.37046 -1.85757 -2.91466 -2.34778 -2.03695 -1.57864 CHS EAS
HG00537 99.5231 -137.877 -9.41188 29.0877 -2.46691 2.41187 -0.688617 1.08064 -9.02981 -16.1031 20.742 6.52812 -1.09512 1.72971 4.978 2.41188 -4.39491 3.30372 -2.12825 6.84421 CHS EAS
HG00542 99.2713 -135.402 -6.64602 26.6728 1.73269 -1.49362 1.58564 -1.02252 -2.62874 -15.5696 32.9419 4.34763 -0.0885479 7.5424 4.62862 0.598181 -0.0981911 0.638875 0.326302 -1.23993 CHS EAS
HG00543 97.4816 -134.838 -7.88172 24.6568 -6.18041 1.00306 -1.68784 1.94235 -1.01735 8.25049 21.0481 -5.88798 3.51623 -2.76443 -5.26895 -1.57496 4.19661 1.44828 -0.697569 -5.73936 CHS EAS
HG00551 43.8423 71.7395 -36.1299 7.12663 -6.47496 -23.7693 -3.80955 -0.64949 -3.54561 -9.79997 -10.3919 30.8698 -3.59872 8.09985 -9.75374 -4.31806 6.64732 17.0545 -2.97202 4.0512 PUR PUR
HG00553 19.1422 53.1563 -35.7397 -9.36664 -6.95408 -21.6008 -4.34924 1.23157 -0.110211 13.7283 -0.0976357 38.6202 0.385827 24.8557 -16.3966 -6.81468 -11.1175 11.311 -2.00517 -3.45662 PUR PUR
HG00554 46.1889 76.2938 -31.8682 9.95745 -2.46852 -22.5451 -1.9523 1.06152 -0.657631 3.15673 -0.14303 21.4138 0.943087 17.4801 -19.791 -8.19594 5.5662 5.24295 -4.2588 -2.93845 PUR PUR
HG00556 99.0698 -133.641 -9.91388 28.8132 -0.0235107 -1.95913 0.407202 -1.96966 -5.16716 -4.67829 22.3477 6.4996 4.08284 7.87771 0.442373 -3.20351 3.3389 -0.0533293 -2.96051 -0.177334 CHS EAS
